Dataset,NRMSE
Prayas,102.54781142827582
GoiEner,121.46378710947936
IBlend,20.344013295783732
Bareilly,63.27556688853366
NEEA,68.8364916739837
MFRED,24.39383946550862
Mathura,132.63764260712827
SGSC,93.83389672278457
Ireland,80.60105465019055
NEST,64.7058796849879
Enernoc,20.4017099224831
Smart-star,60.97724895439016
